,dateSold,price,bedrooms,bathrooms,livingArea,lotSize,yearBuilt,zipcode,latitude,longitude
2502,4/17/2015,475000.0,3,2.5,2370,3239,2006,98072,47.7515,-122.174
2503,6/13/2014,285000.0,3,1.75,1840,8601,1905,98118,47.5359,-122.276
2504,5/8/2014,753888.0,4,2.5,2660,5500,2003,98029,47.5439,-121.996
2505,4/10/2015,650000.0,3,2.5,2190,3600,2003,98029,47.5506,-121.993
2506,8/7/2014,620000.0,3,2.25,1660,3478,1929,98117,47.6773,-122.372
2507,3/13/2015,526000.0,3,1.75,1780,37801,1977,98075,47.5858,-122.015
2508,5/14/2014,155000.0,2,1.0,700,5200,1952,98056,47.4924,-122.175
2509,8/27/2014,342000.0,4,2.0,1570,11200,1959,98011,47.7573,-122.217
2510,4/7/2015,390000.0,3,1.75,1220,216332,1981,98019,47.7224,-121.926
2511,6/5/2014,685000.0,3,2.75,3150,219978,1990,98024,47.553,-121.946
2512,6/25/2014,608000.0,4,2.5,2690,4736,2001,98053,47.6869,-122.036
2513,9/16/2014,179900.0,2,1.0,680,6400,1943,98168,47.5136,-122.316
2514,9/4/2014,1250000.0,6,3.25,3750,14150,1936,98117,47.6999,-122.393
2515,4/30/2015,166000.0,3,1.0,1010,11675,1957,98168,47.4849,-122.301
2516,5/19/2014,462000.0,3,1.5,1710,4500,1928,98118,47.5366,-122.268
2517,6/22/2014,545000.0,4,2.5,2090,6023,1990,98029,47.5713,-121.997
2518,1/16/2015,415000.0,3,1.0,1560,4500,1903,98122,47.6118,-122.306
2519,6/10/2014,269000.0,3,2.5,1560,4200,2003,98038,47.3838,-122.026
2520,12/12/2014,356500.0,4,2.5,2570,11473,2008,98003,47.2809,-122.296
2521,12/23/2014,225000.0,3,1.0,1010,7633,1961,98198,47.3781,-122.314
2522,6/20/2014,175000.0,2,1.0,1020,5130,1948,98002,47.301,-122.226
2523,8/1/2014,549000.0,5,2.5,1710,9720,1974,98005,47.5903,-122.157
2524,4/15/2015,535000.0,3,2.75,2300,12197,1989,98166,47.4369,-122.338
2525,5/5/2014,627000.0,4,2.25,1990,7712,1973,98027,47.5688,-122.087
2526,8/22/2014,565000.0,3,2.0,2730,15677,1976,98166,47.4612,-122.365
2527,11/12/2014,392450.0,4,2.0,2195,2681,1912,98103,47.6965,-122.342
2528,9/23/2014,509000.0,2,2.0,1560,4675,2006,98053,47.7086,-122.019
2529,9/12/2014,340000.0,3,2.5,1400,4800,1921,98117,47.6865,-122.379
2530,3/26/2015,537000.0,3,2.5,1400,4800,1921,98117,47.6865,-122.379
2531,5/5/2014,865000.0,4,3.0,3690,9892,1998,98075,47.5937,-121.982
2532,12/14/2014,358000.0,2,1.0,1140,8340,1948,98155,47.7448,-122.3
2533,9/19/2014,595000.0,4,2.25,1920,3225,1923,98116,47.5848,-122.384
2534,6/19/2014,661000.0,4,2.5,2496,8058,1998,98052,47.6791,-122.149
2535,9/16/2014,419950.0,3,2.25,2280,8500,1977,98034,47.7211,-122.166
2536,4/16/2015,490000.0,4,3.5,3200,6420,2006,98038,47.3545,-122.001
2537,9/18/2014,525000.0,2,1.0,880,4000,1940,98117,47.6847,-122.387
2538,8/13/2014,350000.0,3,2.0,1320,1298,1995,98117,47.6959,-122.376
2539,5/11/2015,552500.0,3,2.5,2450,3582,2008,98072,47.7749,-122.159
2540,3/27/2015,210000.0,3,1.0,1040,8970,1961,98023,47.3283,-122.337
2541,3/11/2015,390000.0,3,2.5,2480,53250,1990,98042,47.3323,-122.079
2542,1/29/2015,336800.0,5,1.75,1830,16650,1958,98155,47.7734,-122.315
2543,3/3/2015,465000.0,3,2.5,1440,4473,2003,98053,47.6825,-122.036
2544,12/18/2014,299900.0,4,2.5,1580,3632,2011,98038,47.3672,-122.019
2545,7/18/2014,715000.0,3,3.25,3230,5000,2006,98029,47.5558,-122.002
2546,5/23/2014,235000.0,4,2.5,1810,39639,1970,98042,47.3472,-122.11
2547,12/10/2014,276000.0,3,2.5,2495,4400,2007,98001,47.2877,-122.283
2548,1/12/2015,265000.0,4,1.5,1740,12728,1964,98003,47.2808,-122.3
2549,5/30/2014,425000.0,3,1.75,1680,3000,1900,98103,47.686,-122.346
2550,1/5/2015,313000.0,4,2.5,2460,10320,1993,98092,47.2599,-122.215
2551,4/9/2015,715000.0,3,2.5,3050,6000,1984,98177,47.7701,-122.389
2552,12/12/2014,265000.0,3,2.25,1630,10969,1991,98001,47.3305,-122.285
2553,3/24/2015,646000.0,3,2.75,2460,6413,2004,98028,47.7497,-122.245
2554,7/21/2014,175000.0,3,1.0,1030,6600,1954,98146,47.4941,-122.34
2555,7/31/2014,649000.0,3,2.5,3410,13809,1973,98003,47.3424,-122.326
2556,4/23/2015,785000.0,3,2.75,2310,5200,1940,98199,47.6357,-122.397
2557,9/22/2014,890000.0,4,2.75,2610,4400,1920,98122,47.6158,-122.293
2558,11/26/2014,612000.0,3,3.0,2330,10327,1998,98034,47.7239,-122.164
2559,12/5/2014,330000.0,4,2.5,2980,5674,2003,98023,47.277,-122.347
2560,11/12/2014,493000.0,3,2.25,1790,11393,1978,98052,47.6297,-122.099
2561,4/3/2015,1600000.0,4,2.25,2940,5735,1957,98112,47.6381,-122.304
2562,6/27/2014,1620000.0,4,3.0,3900,9750,1972,98006,47.5605,-122.158
2563,2/11/2015,1650000.0,4,3.0,3900,9750,1972,98006,47.5605,-122.158
2564,9/26/2014,499000.0,3,2.5,1750,2150,1900,98122,47.6037,-122.311
2565,6/23/2014,603500.0,6,2.75,2660,8400,1962,98006,47.549,-122.173
2566,6/24/2014,530000.0,2,1.5,1580,3680,1941,98126,47.5762,-122.377
2567,4/6/2015,895000.0,5,2.5,2350,14197,1962,98004,47.6005,-122.204
2568,5/13/2014,267345.0,4,2.25,2510,8165,1972,98023,47.3092,-122.372
2569,5/16/2014,275000.0,3,2.5,1480,15639,1987,98045,47.4723,-121.746
2570,2/25/2015,439950.0,3,1.75,1720,223377,1950,98019,47.7329,-121.92
2571,6/20/2014,455000.0,3,2.25,1470,4653,1985,98029,47.5667,-122.018
2572,1/13/2015,630000.0,3,1.75,1540,6930,1944,98115,47.6782,-122.278
2573,11/3/2014,690000.0,3,2.5,2820,5001,2004,98029,47.5533,-121.992
2574,8/26/2014,212000.0,4,1.75,1250,12705,1971,98023,47.302,-122.382
2575,8/13/2014,231500.0,4,2.25,2080,7526,1985,98030,47.3762,-122.183
2576,4/30/2015,1240000.0,4,3.25,5180,49936,1991,98053,47.6676,-122.069
2577,7/8/2014,378500.0,3,2.5,2860,43821,1990,98092,47.3163,-122.142
2578,5/2/2014,482000.0,4,2.5,2710,35868,1989,98038,47.375,-122.022
2579,5/5/2015,695000.0,2,1.0,1140,3990,1924,98103,47.6554,-122.333
2580,12/2/2014,965000.0,4,2.5,4070,57587,1989,98052,47.6908,-122.052
2581,2/4/2015,675000.0,3,1.75,1710,5913,1941,98199,47.6481,-122.406
2582,10/27/2014,387000.0,3,1.5,1340,6500,1972,98034,47.7168,-122.192
2583,3/30/2015,347500.0,4,2.75,2290,7000,1977,98058,47.4442,-122.129
2584,7/11/2014,385000.0,3,2.0,1860,7400,1922,98166,47.4598,-122.352
2585,12/4/2014,265000.0,3,1.0,1080,4930,1950,98126,47.5209,-122.374
2586,4/22/2015,406000.0,3,1.0,960,5264,1953,98115,47.6805,-122.301
2587,5/8/2014,134000.0,2,1.5,980,5000,1922,98014,47.7076,-121.359
2588,10/20/2014,415000.0,3,1.0,1500,3399,1926,98103,47.6838,-122.352
2589,5/27/2014,375000.0,3,1.75,1440,8775,1973,98034,47.7231,-122.17
2590,12/10/2014,620000.0,4,2.5,2580,7465,1993,98074,47.6319,-122.022
2591,10/28/2014,337500.0,5,2.5,2070,4698,1999,98038,47.3539,-122.024
2592,9/22/2014,565000.0,3,2.5,1880,12368,1967,98005,47.5901,-122.167
2593,5/23/2014,399500.0,3,1.75,2420,12676,1911,98045,47.4943,-121.789
2594,5/21/2014,1070000.0,2,1.75,1890,9466,1987,98004,47.6144,-122.211
2595,8/21/2014,352500.0,3,2.0,1920,33630,1992,98056,47.4983,-122.167
2596,6/17/2014,259000.0,3,2.0,1870,5909,1986,98030,47.3665,-122.183
2597,4/15/2015,320000.0,2,1.0,900,7620,1971,98106,47.5268,-122.343
2598,8/11/2014,733000.0,3,2.5,2160,9888,1989,98052,47.6712,-122.142
2599,6/25/2014,381500.0,2,1.0,900,2910,1924,98115,47.6859,-122.322
2600,12/2/2014,343000.0,2,1.0,1180,9261,1957,98118,47.5492,-122.274
2601,8/18/2014,205500.0,2,1.0,900,6400,1938,98022,47.2113,-121.992
2602,9/15/2014,525000.0,3,2.0,1600,16530,1967,98075,47.5821,-122.016
2603,3/19/2015,300000.0,3,1.75,1500,8352,1943,98056,47.4883,-122.191
2604,7/22/2014,299000.0,2,1.0,1070,189486,1942,98077,47.7199,-122.085
2605,7/9/2014,561000.0,4,2.5,2570,5250,1990,98029,47.5763,-122.0
2606,2/24/2015,450000.0,3,1.0,1210,4000,1928,98144,47.5934,-122.308
2607,8/14/2014,540000.0,4,2.5,1850,7850,1985,98052,47.6914,-122.103
2608,6/24/2014,379000.0,3,2.5,1740,30886,1992,98045,47.46,-121.707
2609,7/24/2014,230000.0,3,1.0,1300,14000,1958,98198,47.4213,-122.322
2610,3/10/2015,399950.0,3,2.5,2000,30605,1989,98042,47.3442,-122.062
2611,5/7/2015,355000.0,5,2.5,3220,5806,2002,98042,47.3714,-122.103
2612,6/19/2014,580000.0,4,2.25,2160,9593,1969,98008,47.5883,-122.112
2613,4/27/2015,700000.0,3,2.0,2130,4299,1922,98144,47.5779,-122.294
2614,5/6/2014,279900.0,3,1.75,1580,8151,1962,98198,47.3672,-122.312
2615,11/13/2014,210000.0,3,1.0,1200,7500,1905,98178,47.4921,-122.275
2616,6/30/2014,1170000.0,3,3.0,3790,5001,1989,98122,47.6035,-122.285
2617,6/11/2014,290300.0,2,1.0,860,3874,1931,98055,47.4836,-122.204
2618,10/3/2014,1600000.0,5,4.5,5130,43123,1996,98006,47.544,-122.126
2619,4/16/2015,490000.0,3,1.0,1600,6380,1939,98125,47.7015,-122.317
2620,5/6/2014,606000.0,4,2.5,2110,13850,1987,98027,47.5497,-122.077
2621,7/14/2014,359950.0,3,1.0,1400,4980,1943,98133,47.7041,-122.34
2622,2/12/2015,677100.0,3,2.0,2110,9199,1993,98074,47.6496,-122.083
2623,2/21/2015,465000.0,3,2.0,1430,7125,1984,98074,47.6256,-122.059
2624,8/15/2014,4500000.0,5,5.5,6640,40014,2004,98155,47.7493,-122.28
2625,5/4/2015,500000.0,3,2.0,3040,41072,1978,98038,47.3944,-121.972
2626,5/3/2015,455000.0,2,1.0,980,5000,1950,98155,47.7518,-122.279
2627,8/18/2014,705000.0,6,2.0,2570,4240,1911,98115,47.6754,-122.307
2628,8/12/2014,420000.0,3,2.5,2060,7020,1967,98177,47.7575,-122.364
2629,10/5/2014,169575.0,3,1.0,1300,8284,1968,98003,47.3327,-122.306
2630,2/25/2015,250000.0,3,1.0,1300,8284,1968,98003,47.3327,-122.306
2631,3/12/2015,530000.0,3,2.25,1680,7262,1973,98034,47.713,-122.225
2632,2/6/2015,590000.0,5,3.25,4020,40341,1970,98027,47.4952,-122.068
2633,9/23/2014,257500.0,3,1.75,1530,14087,1979,98042,47.3146,-122.043
2634,6/26/2014,415000.0,3,1.0,1170,6700,1957,98125,47.7122,-122.29
2635,10/10/2014,536000.0,3,1.75,1580,3764,1945,98107,47.672,-122.397
2636,5/29/2014,246500.0,3,1.5,1270,11600,1964,98031,47.4075,-122.196
2637,7/6/2014,395000.0,3,1.75,1480,7700,1975,98034,47.7225,-122.202
2638,5/11/2015,739000.0,3,2.25,2220,10530,1974,98052,47.6383,-122.098
2639,9/29/2014,1270000.0,4,2.75,3200,13729,1984,98005,47.6402,-122.171
2640,7/8/2014,190000.0,3,1.0,910,10575,1968,98003,47.2741,-122.301
2641,4/10/2015,305000.0,3,1.5,1480,9086,1962,98168,47.4717,-122.323
2642,4/20/2015,925000.0,4,4.25,3770,13058,1983,98028,47.7517,-122.225
2643,8/21/2014,895000.0,4,3.0,3500,13444,1977,98040,47.5468,-122.231
2644,7/17/2014,656000.0,3,1.75,1480,7475,1943,98115,47.6732,-122.272
2645,5/19/2014,560000.0,4,1.0,1660,4690,1945,98117,47.6829,-122.378
2646,10/20/2014,610000.0,5,2.25,2520,11700,1977,98074,47.6322,-122.053
2647,7/8/2014,645000.0,4,2.5,2850,37522,1987,98075,47.5852,-121.992
2648,4/10/2015,259000.0,3,2.5,2153,4400,2007,98001,47.2872,-122.283
2649,8/18/2014,980000.0,4,2.5,3780,10962,1990,98033,47.6533,-122.183
2650,7/23/2014,872000.0,4,4.0,3770,9750,1967,98177,47.7159,-122.367
2651,8/5/2014,1000000.0,6,2.75,3600,9675,1977,98040,47.5726,-122.213
2652,9/10/2014,900000.0,3,2.75,2980,12600,1941,98033,47.674,-122.196
2653,4/28/2015,475000.0,4,1.5,2320,5534,1915,98103,47.6944,-122.355
2654,1/7/2015,350000.0,5,2.75,2980,13482,1975,98042,47.3774,-122.16
2655,5/15/2014,840000.0,4,1.75,2930,11562,1947,98117,47.6765,-122.404
2656,6/22/2014,500000.0,4,2.5,2040,8400,1963,98006,47.5512,-122.17
2657,4/6/2015,202500.0,3,1.5,1510,9898,1954,98148,47.4303,-122.334
2658,12/23/2014,523000.0,4,2.5,2660,65340,1988,98027,47.4969,-122.06
2659,12/3/2014,225000.0,3,2.5,1740,10050,1989,98001,47.2671,-122.236
2660,3/9/2015,418200.0,3,2.25,2240,9542,1980,98198,47.3995,-122.318
2661,12/5/2014,356500.0,4,1.75,1570,9670,1959,98028,47.7432,-122.248
2662,7/16/2014,670000.0,4,3.0,2500,5000,1926,98103,47.6895,-122.331
2663,12/4/2014,456150.0,3,2.25,1750,12408,1962,98155,47.7509,-122.3
2664,6/3/2014,471000.0,4,2.5,3030,9687,1998,98045,47.485,-121.799
2665,4/9/2015,558000.0,3,2.5,1680,934,2008,98116,47.5891,-122.387
2666,3/5/2015,1380000.0,6,4.5,5740,10312,2000,98006,47.5533,-122.11
2667,12/12/2014,161500.0,3,1.0,1220,6000,1961,98002,47.2811,-122.214
2668,10/10/2014,311000.0,3,1.0,1310,8370,1962,98034,47.7284,-122.241
2669,2/24/2015,470000.0,6,1.75,2490,8732,1966,98034,47.7252,-122.187
2670,7/9/2014,569000.0,3,3.25,2220,8227,1929,98108,47.5665,-122.316
2671,3/18/2015,689000.0,4,2.5,2240,7350,1989,98029,47.5652,-122.013
2672,7/15/2014,271900.0,3,1.75,1890,11875,1979,98045,47.4472,-121.774
2673,12/10/2014,278000.0,4,2.5,1850,6037,1991,98030,47.359,-122.191
2674,7/23/2014,820000.0,2,2.5,2210,4440,1931,98112,47.6305,-122.3
2675,2/25/2015,399500.0,3,1.75,1410,7700,1967,98056,47.5375,-122.176
2676,11/5/2014,462000.0,3,2.75,1890,2614,1979,98008,47.6102,-122.114
2677,4/13/2015,347500.0,3,1.0,1830,12036,1977,98042,47.3126,-122.043
2678,6/25/2014,562100.0,2,0.75,1440,3700,1914,98107,47.6707,-122.364
2679,5/29/2014,230000.0,2,1.0,950,7560,1958,98058,47.4499,-122.176
2680,6/22/2014,687000.0,4,2.5,2370,10083,1966,98033,47.6715,-122.166
2681,12/9/2014,725786.0,4,2.5,3070,5762,2000,98075,47.5847,-122.08
2682,1/26/2015,315500.0,3,1.0,1300,12600,1969,98072,47.7422,-122.1
2683,5/6/2014,312000.0,4,2.0,1300,7054,1950,98146,47.5071,-122.369
2684,11/6/2014,343000.0,3,3.25,1210,1173,2002,98133,47.7114,-122.356
2685,10/29/2014,385195.0,1,1.0,710,6000,2015,98144,47.5756,-122.316
2686,8/29/2014,415000.0,4,2.25,2240,12650,1981,98059,47.4777,-122.142
2687,6/30/2014,461000.0,3,1.75,3600,8666,1948,98033,47.6893,-122.167
2688,6/10/2014,369990.0,4,2.5,1960,7133,2002,98056,47.4941,-122.19
2689,9/29/2014,349950.0,4,2.5,1820,3134,1999,98019,47.7351,-121.985
2690,4/12/2015,285750.0,3,2.25,1960,17126,1966,98055,47.4436,-122.21
2691,4/20/2015,542500.0,4,2.25,1750,10160,1972,98005,47.5909,-122.158
2692,11/11/2014,830000.0,5,3.5,3700,5400,2011,98053,47.7085,-122.117
2693,12/23/2014,705000.0,4,2.5,2910,20946,1976,98034,47.7085,-122.24
2694,6/24/2014,615000.0,2,1.0,1270,5000,1949,98117,47.6828,-122.393
2695,1/29/2015,184500.0,2,1.0,720,5880,1940,98178,47.5056,-122.27
2696,10/1/2014,412000.0,2,1.0,1040,5120,1901,98122,47.6048,-122.312
2697,12/15/2014,250000.0,3,1.5,2210,11111,1934,98168,47.492,-122.309
2698,6/12/2014,580000.0,5,2.0,2060,6000,1903,98105,47.6685,-122.305
2699,3/12/2015,220000.0,2,1.0,780,6000,1923,98055,47.4759,-122.208
2700,9/16/2014,675000.0,4,2.75,2240,8937,1976,98033,47.6495,-122.194
2701,5/22/2014,373500.0,2,1.0,800,3330,1918,98107,47.6566,-122.358
2702,4/2/2015,662700.0,2,1.5,2440,6900,1910,98118,47.5568,-122.271
2703,5/16/2014,239950.0,5,1.0,1460,6032,1941,98168,47.487,-122.282
2704,9/25/2014,383000.0,3,1.0,1150,10196,1957,98052,47.6788,-122.162
2705,1/29/2015,485000.0,3,2.75,2650,12350,1975,98028,47.7669,-122.268
2706,7/10/2014,610000.0,4,2.75,2600,36583,1976,98075,47.593,-122.054
2707,8/8/2014,545000.0,6,1.75,1820,6250,1954,98116,47.579,-122.39
2708,7/8/2014,780000.0,2,2.5,2560,2500,1901,98112,47.6233,-122.3
2709,4/24/2015,305000.0,3,2.5,1714,3240,2005,98055,47.4288,-122.19
2710,6/12/2014,405000.0,3,1.0,1330,15678,1984,98074,47.6355,-122.037
2711,7/30/2014,1110000.0,5,3.5,7350,12231,2001,98065,47.5373,-121.865
2712,4/2/2015,273000.0,3,1.75,2050,9045,1959,98058,47.4572,-122.18
2713,5/27/2014,326500.0,3,1.0,1810,12375,1970,98072,47.7427,-122.172
2714,4/24/2015,365000.0,3,1.75,1380,9134,1981,98056,47.5087,-122.193
2715,4/8/2015,1000000.0,3,2.75,3070,10739,1987,98004,47.6444,-122.191
2716,3/25/2015,422500.0,2,1.0,800,4046,1940,98117,47.6895,-122.382
2717,3/24/2015,354450.0,4,2.75,2140,9920,1993,98001,47.3529,-122.274
2718,12/4/2014,320000.0,3,1.0,1330,9540,1971,98077,47.758,-122.075
2719,6/3/2014,223000.0,3,1.0,1030,9120,1961,98032,47.3607,-122.291
2720,7/24/2014,410000.0,3,2.5,1740,4948,2008,98053,47.6966,-122.025
2721,8/29/2014,438000.0,3,1.0,1200,4000,1923,98144,47.5881,-122.299
2722,11/6/2014,390000.0,3,3.0,1490,2944,1993,98199,47.6506,-122.384
2723,2/19/2015,298500.0,4,2.5,1890,5954,2004,98092,47.3293,-122.194
2724,9/5/2014,749999.0,5,2.25,3060,13630,1989,98006,47.5585,-122.117
2725,8/29/2014,779000.0,6,2.5,3250,12000,1966,98115,47.6935,-122.28
2726,1/14/2015,570000.0,3,2.75,2730,11936,1978,98034,47.6987,-122.231
2727,5/12/2015,385000.0,3,1.0,810,4600,1918,98144,47.5712,-122.316
2728,8/18/2014,649000.0,4,2.0,2240,11040,1961,98033,47.693,-122.168
2729,10/1/2014,283000.0,3,1.0,1740,5247,1947,98168,47.5049,-122.329
2730,9/22/2014,699900.0,4,2.25,2380,16236,1961,98008,47.6126,-122.12
2731,2/20/2015,278500.0,4,1.0,1540,8400,1971,98058,47.4278,-122.152
2732,11/15/2014,700000.0,4,1.75,2340,9100,1975,98052,47.6401,-122.108
2733,7/28/2014,535000.0,4,2.75,2710,45963,1995,98045,47.4745,-121.724
2734,9/23/2014,234500.0,3,1.75,1310,18400,1954,98168,47.5035,-122.302
2735,8/6/2014,374150.0,3,1.75,1390,9585,1973,98133,47.752,-122.35
2736,3/17/2015,397000.0,4,2.5,2201,9542,2006,98198,47.4002,-122.317
2737,9/18/2014,613000.0,3,2.25,1960,10385,1988,98008,47.5736,-122.109
2738,6/9/2014,1150000.0,3,2.5,2850,10474,1954,98004,47.6218,-122.209
2739,3/27/2015,595000.0,4,1.75,1880,4080,1924,98115,47.6754,-122.327
2740,9/10/2014,340000.0,5,2.75,2440,6858,2003,98030,47.3655,-122.174
2741,1/8/2015,388000.0,4,2.5,2560,5800,2005,98038,47.3474,-122.025
2742,9/22/2014,404000.0,3,1.75,1410,15210,1950,98166,47.4181,-122.339
2743,8/29/2014,810000.0,3,2.0,2870,6360,1946,98115,47.6813,-122.275
2744,4/3/2015,405000.0,4,2.5,2620,9359,1987,98058,47.438,-122.152
2745,7/14/2014,726000.0,5,3.0,2970,10335,2000,98075,47.598,-122.019
2746,5/14/2014,266000.0,3,2.5,1780,7214,1986,98030,47.3667,-122.182
2747,12/22/2014,722500.0,5,2.25,3700,7207,1970,98177,47.7736,-122.371
2748,2/28/2015,352000.0,4,2.5,1252,25002,1996,98001,47.3216,-122.291
2749,3/19/2015,265000.0,4,1.5,1240,8158,1961,98198,47.3716,-122.31
2750,2/6/2015,856000.0,3,2.5,2160,3920,2014,98116,47.5762,-122.415
2751,7/24/2014,346950.0,3,2.5,2040,4348,2006,98038,47.3517,-121.999
2752,6/17/2014,866059.0,5,3.5,3130,4797,2014,98006,47.5664,-122.129
2753,1/29/2015,410000.0,3,2.5,2350,4456,2004,98065,47.5314,-121.854
2754,7/8/2014,370000.0,3,1.75,1570,16817,1982,98045,47.4716,-121.756
2755,6/23/2014,230000.0,3,1.0,1530,389126,1919,98022,47.1776,-122.011
2756,10/10/2014,400000.0,2,2.0,1520,5010,1999,98117,47.6948,-122.364
2757,3/11/2015,172000.0,3,1.0,1350,9680,1959,98023,47.3274,-122.346
2758,7/14/2014,615000.0,3,1.75,1950,8480,1962,98007,47.5893,-122.15
2759,4/7/2015,860000.0,4,3.5,3950,9600,1998,98075,47.5945,-121.981
2760,6/18/2014,555000.0,3,1.75,2040,6000,1958,98116,47.5688,-122.397
2761,7/21/2014,579000.0,3,2.5,1990,4040,1926,98103,47.6867,-122.354
2762,6/30/2014,385000.0,3,1.75,1300,7030,1968,98034,47.721,-122.179
2763,4/14/2015,420000.0,4,2.25,2030,12000,1977,98011,47.7699,-122.168
2764,7/16/2014,645000.0,3,1.75,2340,6750,1914,98103,47.6956,-122.335
2765,4/28/2015,549950.0,3,2.5,2160,6288,1996,98133,47.7655,-122.35
2766,9/23/2014,678000.0,3,2.75,2770,10000,1962,98033,47.7011,-122.206
2767,5/21/2014,199000.0,4,2.0,2030,8120,1950,98178,47.4994,-122.261
2768,2/18/2015,604000.0,3,1.0,1440,13824,1957,98040,47.5872,-122.241
2769,4/3/2015,268000.0,5,1.75,1730,10368,1963,98059,47.5008,-122.162
2770,8/5/2014,960000.0,5,3.5,4510,16305,2003,98074,47.6346,-122.011
2771,2/18/2015,509250.0,3,2.5,2100,7600,1980,98052,47.6968,-122.127
2772,11/18/2014,416000.0,3,2.5,1800,5372,1987,98034,47.7188,-122.177
2773,5/15/2014,190000.0,3,1.0,1090,8520,1967,98003,47.3364,-122.307
2774,4/29/2015,212000.0,3,1.5,1010,10000,1973,98003,47.2881,-122.294
2775,10/29/2014,325900.0,3,2.5,2040,9765,1985,98023,47.309,-122.349
2776,8/1/2014,560000.0,3,3.5,2270,4088,1996,98136,47.5356,-122.384
2777,9/24/2014,275000.0,3,2.5,1730,5799,1987,98030,47.3499,-122.177
2778,3/9/2015,665000.0,4,2.5,2480,15411,1994,98059,47.5379,-122.16
2779,6/1/2014,1510000.0,4,3.5,3480,7232,1926,98144,47.5859,-122.291
2780,12/3/2014,375000.0,4,2.0,1720,2410,1930,98106,47.5252,-122.361
2781,9/9/2014,359950.0,3,1.75,1570,6975,1979,98126,47.5137,-122.37
2782,1/23/2015,340000.0,4,2.75,3527,7200,2005,98198,47.3823,-122.3
2783,10/31/2014,401000.0,2,1.0,840,8100,1948,98177,47.7019,-122.366
2784,6/26/2014,669000.0,2,1.75,1950,10766,1952,98166,47.4504,-122.377
2785,4/29/2015,638500.0,4,2.5,1980,6568,2004,98052,47.704,-122.101
2786,3/23/2015,545000.0,2,1.5,1620,3760,1924,98144,47.6012,-122.291
2787,12/26/2014,524000.0,4,1.0,1980,7015,1973,98034,47.7204,-122.18
2788,11/8/2014,1610000.0,5,3.75,3530,13260,2013,98040,47.5761,-122.205
2789,9/9/2014,280000.0,2,1.0,1260,4800,1947,98126,47.5196,-122.376
2790,8/25/2014,828000.0,4,2.5,2120,10841,1979,98006,47.556,-122.156
2791,10/17/2014,223000.0,3,1.75,1360,10573,1984,98023,47.2983,-122.374
2792,1/2/2015,1290000.0,4,3.5,3100,2261,1981,98033,47.6512,-122.202
2793,5/4/2015,750000.0,2,2.0,2370,155130,1970,98019,47.7388,-121.972
2794,4/17/2015,430000.0,2,1.0,1460,9207,1947,98125,47.7195,-122.287
2795,6/18/2014,711000.0,4,1.75,1980,10800,1948,98040,47.5768,-122.222
2796,12/4/2014,310000.0,4,2.5,1930,7014,1994,98042,47.3921,-122.163
2797,12/26/2014,415000.0,5,1.75,3700,9140,1957,98178,47.5086,-122.258
2798,7/1/2014,274900.0,4,2.5,1970,6600,1987,98030,47.3491,-122.168
2799,6/9/2014,525000.0,3,3.0,2470,36445,1980,98027,47.4661,-121.997
2800,12/19/2014,179500.0,3,1.0,1180,32214,1952,98092,47.3313,-122.198
2801,5/23/2014,478000.0,3,1.0,1280,2580,1910,98115,47.6727,-122.32
2802,5/21/2014,195000.0,3,1.75,1380,7350,1981,98042,47.369,-122.093
2803,3/5/2015,385000.0,4,3.0,2740,10925,1980,98058,47.4538,-122.125
2804,12/1/2014,401000.0,3,2.75,2020,9505,1969,98011,47.7399,-122.197
2805,9/26/2014,522000.0,4,2.5,2835,6598,2002,98038,47.3878,-122.034
2806,2/24/2015,330000.0,4,1.75,1520,14417,1968,98065,47.526,-121.809
2807,6/3/2014,503000.0,3,2.5,2190,4882,1999,98155,47.7641,-122.306
2808,2/12/2015,175000.0,5,1.75,1680,8400,1979,98003,47.3035,-122.307
2809,3/20/2015,963990.0,4,3.5,3915,6364,2014,98053,47.6844,-122.016
2810,9/29/2014,845000.0,5,2.0,1720,9972,1951,98004,47.6368,-122.218
2811,1/22/2015,157500.0,2,1.0,670,4500,1905,98108,47.5271,-122.326
2812,12/5/2014,450000.0,2,3.0,1790,1709,2001,98144,47.5926,-122.296
2813,9/18/2014,925000.0,4,1.75,2440,11793,1950,98115,47.6807,-122.267
2814,1/5/2015,600000.0,2,1.0,920,5029,1938,98115,47.6726,-122.265
2815,9/18/2014,709000.0,4,1.0,1680,4087,1911,98103,47.6667,-122.337
2816,11/10/2014,1390000.0,5,3.75,3290,6480,1938,98199,47.653,-122.415
2817,9/11/2014,248000.0,3,2.5,2120,6840,1984,98092,47.278,-122.145
2818,5/11/2015,245000.0,3,1.0,910,6630,1912,98103,47.6947,-122.346
2819,5/30/2014,332000.0,2,1.0,1000,4776,1942,98108,47.5619,-122.315
2820,3/13/2015,459950.0,3,2.5,2340,4273,2002,98065,47.5362,-121.878
2821,4/10/2015,425000.0,3,2.0,1180,1800,1994,98122,47.6168,-122.301
2822,9/3/2014,460000.0,3,2.25,2080,50965,1979,98077,47.7506,-122.063
2823,9/4/2014,838300.0,6,2.5,3760,12978,1967,98117,47.6976,-122.381
2824,11/11/2014,256000.0,3,2.5,1480,7200,1995,98010,47.3126,-122.023
2825,1/20/2015,864000.0,3,2.75,3060,13554,1984,98006,47.5609,-122.106
2826,3/5/2015,900000.0,4,3.5,3070,4440,1922,98116,47.5732,-122.411
