dateSold,price,bedrooms,bathrooms,livingArea,lotSize,yearBuilt,zipcode,latitude,longitude,state
17/11/2014,313000.0,3.0,1,1550.0,4791.0,1925.0,98166,47.4693,-122.349,Washington
10/07/2014,445000.0,2.0,1,840.0,4791.0,1926.0,98117,47.684,-122.378,Washington
28/08/2014,300000.0,4.0,1,2080.0,4791.0,1967.0,98032,47.3749,-122.291,Washington
14/10/2014,619500.0,4.0,2,2210.0,4791.0,1912.0,98126,47.5719,-122.377,Washington
13/06/2014,305000.0,3.0,1,1210.0,4791.0,1983.0,98106,47.5524,-122.356,Washington
01/04/2015,874000.0,3.0,2,1350.0,4791.0,2007.0,98119,47.6265,-122.364,Washington
13/03/2015,477500.0,3.0,2,1860.0,4791.0,1991.0,98029,47.5706,-121.999,Washington
10/11/2014,700000.0,3.0,2,1940.0,4791.0,1926.0,98107,47.6659,-122.359,Washington
06/03/2015,515000.0,4.0,3,3400.0,4791.0,2005.0,98038,47.3559,-122.0,Washington
16/10/2014,590000.0,4.0,2,2240.0,4791.0,1991.0,98133,47.7125,-122.332,Washington
01/07/2014,205000.0,3.0,1,1170.0,4791.0,1981.0,98042,47.3679,-122.088,Washington
22/10/2014,310000.0,3.0,3,3130.0,4791.0,1987.0,98023,47.3078,-122.338,Washington
21/08/2014,442500.0,2.0,2,1510.0,4791.0,1987.0,98074,47.6264,-122.058,Washington
06/11/2014,1080000.0,4.0,3,3740.0,4791.0,2000.0,98072,47.7375,-122.139,Washington
25/08/2014,530000.0,4.0,2,2690.0,4791.0,1980.0,98038,47.3843,-122.006,Washington
24/06/2014,343500.0,4.0,1,1760.0,4791.0,1950.0,98178,47.5045,-122.24,Washington
23/04/2015,334900.0,4.0,1,2180.0,4791.0,1911.0,98118,47.5487,-122.277,Washington
05/11/2014,544300.0,4.0,1,1560.0,4791.0,1969.0,98052,47.6707,-122.149,Washington
26/05/2014,370000.0,3.0,2,1780.0,4791.0,2001.0,98155,47.7346,-122.308,Washington
24/05/2014,245000.0,3.0,1,1260.0,4791.0,1994.0,98038,47.385,-122.031,Washington
10/02/2015,535000.0,4.0,1,1570.0,4791.0,1928.0,98136,47.5405,-122.393,Washington
06/04/2015,202000.0,2.0,1,740.0,4791.0,1946.0,98168,47.4807,-122.332,Washington
18/11/2014,490000.0,4.0,2,2020.0,4791.0,1938.0,98117,47.6867,-122.369,Washington
16/12/2014,651500.0,4.0,1,1500.0,4791.0,1929.0,98103,47.6893,-122.35,Washington
14/01/2015,270000.0,4.0,2,1670.0,4791.0,1961.0,98168,47.4884,-122.319,Washington
07/04/2015,1160000.0,3.0,3,3620.0,4791.0,1999.0,98006,47.5646,-122.127,Washington
16/07/2014,289000.0,2.0,1,1010.0,4791.0,2007.0,98118,47.5659,-122.286,Washington
17/04/2015,240000.0,3.0,1,1460.0,4791.0,1977.0,98010,47.3119,-122.015,Washington
15/05/2014,790000.0,3.0,1,1790.0,4791.0,1940.0,98199,47.6366,-122.401,Washington
22/12/2014,350000.0,3.0,2,1760.0,4791.0,1995.0,98019,47.7466,-121.979,Washington
29/10/2014,246950.0,3.0,3,1790.0,4791.0,2006.0,98108,47.542,-122.321,Washington
05/01/2015,400000.0,3.0,1,1050.0,4791.0,1952.0,98116,47.5709,-122.401,Washington
25/02/2015,533000.0,4.0,2,2590.0,4791.0,2003.0,98028,47.7599,-122.233,Washington
21/10/2014,198400.0,3.0,1,1040.0,4791.0,1962.0,98042,47.3631,-122.116,Washington
29/10/2014,495000.0,4.0,2,4060.0,4791.0,2007.0,98038,47.3694,-122.056,Washington
16/06/2014,862000.0,4.0,2,3190.0,4791.0,1990.0,98077,47.713,-122.072,Washington
19/08/2014,870000.0,4.0,2,3190.0,4791.0,1990.0,98077,47.713,-122.072,Washington
24/02/2015,875000.0,4.0,1,2180.0,4791.0,1966.0,98040,47.5359,-122.233,Washington
03/09/2014,317000.0,6.0,3,2120.0,4791.0,1979.0,98055,47.4788,-122.227,Washington
25/07/2014,325000.0,4.0,2,2110.0,4791.0,1991.0,98031,47.3877,-122.171,Washington
20/09/2014,615000.0,2.0,1,1210.0,4791.0,1907.0,98117,47.6793,-122.397,Washington
21/07/2014,334950.0,4.0,2,2410.0,4791.0,1992.0,98003,47.2641,-122.312,Washington
21/08/2014,775000.0,3.0,2,1980.0,4791.0,1989.0,98033,47.6884,-122.204,Washington
22/08/2014,600000.0,4.0,2,2370.0,4791.0,1967.0,98006,47.5564,-122.177,Washington
28/07/2014,565000.0,3.0,1,1720.0,4791.0,1931.0,98103,47.649,-122.335,Washington
28/10/2014,292500.0,2.0,1,750.0,4791.0,1942.0,98126,47.5368,-122.374,Washington
29/04/2015,825000.0,3.0,2,2510.0,4791.0,1968.0,98115,47.7003,-122.285,Washington
15/04/2015,495000.0,3.0,2,2577.0,4791.0,2000.0,98092,47.2935,-122.108,Washington
20/05/2014,525000.0,3.0,1,1540.0,4791.0,1941.0,98126,47.5678,-122.378,Washington
11/05/2015,438600.0,1.0,1,720.0,4791.0,1910.0,98103,47.6597,-122.345,Washington
14/08/2014,507000.0,3.0,2,1810.0,4791.0,1984.0,98074,47.6258,-122.038,Washington
29/04/2015,275900.0,3.0,1,1380.0,4791.0,1967.0,98003,47.3117,-122.321,Washington
17/06/2014,1170000.0,4.0,2,2570.0,4791.0,2000.0,98004,47.593,-122.197,Washington
09/12/2014,275000.0,4.0,1,1690.0,4791.0,1957.0,98178,47.497,-122.227,Washington
27/10/2014,355000.0,3.0,0,1420.0,4791.0,1923.0,98103,47.6872,-122.346,Washington
26/01/2015,233000.0,4.0,2,2130.0,4791.0,1968.0,98001,47.3069,-122.271,Washington
04/09/2014,666000.0,3.0,2,3000.0,4791.0,1918.0,98144,47.5781,-122.293,Washington
11/08/2014,317500.0,4.0,2,2150.0,4791.0,1979.0,98059,47.4785,-122.16,Washington
22/07/2014,420000.0,4.0,2,2280.0,4791.0,1989.0,98198,47.3594,-122.322,Washington
12/03/2015,290000.0,4.0,2,1560.0,4791.0,1942.0,98168,47.4927,-122.312,Washington
03/06/2014,320000.0,3.0,2,1880.0,4791.0,1952.0,98059,47.5091,-122.144,Washington
23/03/2015,650000.0,3.0,2,2320.0,4791.0,2004.0,98075,47.591,-122.017,Washington
14/07/2014,325000.0,3.0,1,1010.0,4791.0,1967.0,98034,47.7317,-122.231,Washington
20/08/2014,165000.0,3.0,1,1120.0,4791.0,1917.0,98146,47.5109,-122.357,Washington
07/08/2014,500000.0,3.0,1,1560.0,4791.0,1961.0,98005,47.5966,-122.175,Washington
16/07/2014,443000.0,4.0,1,1860.0,4791.0,1964.0,98034,47.729,-122.235,Washington
09/06/2014,213400.0,3.0,1,1150.0,4791.0,1963.0,98055,47.4417,-122.194,Washington
02/10/2014,480000.0,4.0,1,1920.0,4791.0,1964.0,98008,47.6344,-122.118,Washington
15/01/2015,275000.0,4.0,2,2490.0,4791.0,1978.0,98023,47.3115,-122.396,Washington
09/07/2014,299880.0,3.0,2,1460.0,4791.0,2000.0,98108,47.544,-122.296,Washington
27/05/2014,499950.0,3.0,3,1820.0,4791.0,2014.0,98144,47.596,-122.298,Washington
06/08/2014,550000.0,4.0,2,2230.0,4791.0,1960.0,98027,47.5246,-122.044,Washington
02/06/2014,300000.0,4.0,2,2070.0,4791.0,2003.0,98092,47.3352,-122.189,Washington
14/10/2014,920000.0,3.0,1,2480.0,4791.0,1948.0,98122,47.615,-122.288,Washington
24/07/2014,620000.0,4.0,2,2290.0,4791.0,1928.0,98115,47.6793,-122.316,Washington
11/08/2014,253500.0,3.0,1,1220.0,4791.0,1959.0,98022,47.2063,-122.023,Washington
20/05/2014,978000.0,4.0,2,2620.0,4791.0,1926.0,98144,47.58,-122.285,Washington
02/12/2014,387500.0,4.0,2,3190.0,4791.0,1979.0,98058,47.4445,-122.126,Washington
24/06/2014,325000.0,3.0,1,850.0,4791.0,1948.0,98155,47.7441,-122.314,Washington
10/04/2015,568000.0,3.0,2,1740.0,4791.0,2008.0,98116,47.5892,-122.387,Washington
22/09/2014,525000.0,4.0,2,2140.0,4791.0,1996.0,98133,47.7173,-122.338,Washington
04/06/2014,560000.0,3.0,2,2070.0,4791.0,1996.0,98056,47.5295,-122.18,Washington
20/10/2014,394000.0,3.0,2,1680.0,4791.0,2008.0,98053,47.6964,-122.024,Washington
28/10/2014,484950.0,2.0,1,1000.0,4791.0,1916.0,98107,47.6753,-122.36,Washington
05/11/2014,1300000.0,3.0,2,3340.0,4791.0,1956.0,98105,47.6665,-122.27,Washington
29/07/2014,315000.0,3.0,2,1260.0,4791.0,1999.0,98059,47.4914,-122.155,Washington
09/05/2014,590000.0,4.0,2,2430.0,4791.0,1993.0,98077,47.7642,-122.048,Washington
26/11/2014,106000.0,1.0,1,560.0,4791.0,1947.0,98146,47.511,-122.359,Washington
18/11/2014,751000.0,3.0,2,3380.0,4791.0,1994.0,98059,47.5275,-122.148,Washington
17/10/2014,474000.0,2.0,1,1100.0,4791.0,1908.0,98115,47.6741,-122.323,Washington
28/05/2014,189000.0,2.0,2,1700.0,4791.0,1927.0,98002,47.3025,-122.224,Washington
24/10/2014,440500.0,3.0,2,1600.0,4791.0,2002.0,98053,47.6868,-122.042,Washington
18/03/2015,1020000.0,3.0,2,2605.0,4791.0,1979.0,98033,47.6529,-122.202,Washington
11/05/2015,589000.0,2.0,2,1850.0,4791.0,2010.0,98053,47.7101,-122.014,Washington
29/08/2014,273000.0,3.0,2,1830.0,4791.0,1986.0,98092,47.2642,-122.219,Washington
20/06/2014,950000.0,3.0,3,3050.0,4791.0,1962.0,98198,47.3881,-122.326,Washington
10/11/2014,277700.0,2.0,1,1240.0,4791.0,1967.0,98008,47.6104,-122.112,Washington
24/11/2014,299900.0,3.0,2,2100.0,4791.0,1984.0,98001,47.3336,-122.269,Washington
03/06/2014,235000.0,3.0,1,1250.0,4791.0,1959.0,98056,47.5093,-122.172,Washington
06/05/2015,464000.0,2.0,2,1230.0,4791.0,1952.0,98133,47.7145,-122.35,Washington
17/03/2015,281000.0,3.0,1,1690.0,4791.0,1988.0,98023,47.314,-122.365,Washington
07/11/2014,320000.0,3.0,1,1520.0,4791.0,1951.0,98155,47.7638,-122.317,Washington
20/06/2014,282000.0,4.0,2,1890.0,4791.0,1997.0,98030,47.3846,-122.205,Washington
20/02/2015,745000.0,4.0,1,1990.0,4791.0,1972.0,98006,47.5639,-122.149,Washington
20/08/2014,245000.0,3.0,1,1480.0,4791.0,1980.0,98023,47.2977,-122.367,Washington
20/10/2014,250000.0,3.0,1,1480.0,4791.0,1980.0,98023,47.2977,-122.367,Washington
22/09/2014,470000.0,3.0,2,2120.0,4791.0,2005.0,98052,47.674,-122.142,Washington
15/10/2014,216650.0,3.0,3,1480.0,4791.0,2007.0,98109,47.5421,-122.322,Washington
05/05/2015,440000.0,3.0,1,1250.0,4791.0,1975.0,98052,47.7012,-122.131,Washington
13/06/2014,590000.0,4.0,2,2010.0,4791.0,1989.0,98029,47.5782,-122.018,Washington
28/10/2014,935000.0,5.0,2,3150.0,4791.0,1975.0,98005,47.6368,-122.157,Washington
22/09/2014,848000.0,3.0,3,3010.0,4791.0,2000.0,98007,47.5943,-122.15,Washington
12/03/2015,827500.0,5.0,4,3920.0,4791.0,2000.0,98029,47.5492,-122.008,Washington
20/05/2014,1130000.0,6.0,3,2880.0,4791.0,1919.0,98103,47.6506,-122.332,Washington
07/05/2014,630000.0,2.0,2,2550.0,4791.0,2011.0,98056,47.5304,-122.202,Washington
05/05/2014,340000.0,5.0,1,1120.0,4791.0,1962.0,98034,47.7296,-122.24,Washington
23/09/2014,570000.0,4.0,2,3140.0,4791.0,1968.0,98034,47.7086,-122.243,Washington
02/01/2015,514500.0,4.0,2,2990.0,4791.0,1976.0,98003,47.3424,-122.329,Washington
13/04/2015,360000.0,2.0,1,1120.0,4791.0,1940.0,98136,47.5397,-122.385,Washington
17/12/2014,228900.0,4.0,1,1570.0,4791.0,1943.0,98166,47.4789,-122.335,Washington
25/06/2014,660000.0,3.0,2,2210.0,4791.0,2008.0,98053,47.6954,-122.017,Washington
03/03/2015,647000.0,4.0,2,2390.0,4791.0,2000.0,98075,47.5965,-122.038,Washington
10/06/2014,366000.0,3.0,1,1520.0,4791.0,1976.0,98011,47.7687,-122.223,Washington
18/07/2014,354000.0,5.0,1,1830.0,4791.0,1962.0,98106,47.5208,-122.35,Washington
19/05/2014,850000.0,4.0,3,2640.0,4791.0,1937.0,98136,47.5421,-122.383,Washington
24/05/2014,496700.0,3.0,2,1740.0,4791.0,1989.0,98029,47.5783,-122.001,Washington
04/11/2014,300000.0,3.0,2,1550.0,4791.0,1965.0,98055,47.4654,-122.195,Washington
17/10/2014,390000.0,3.0,1,1040.0,4791.0,1961.0,98033,47.6701,-122.176,Washington
19/05/2014,350000.0,3.0,2,1640.0,4791.0,1985.0,98007,47.5948,-122.153,Washington
22/09/2014,561000.0,3.0,2,1640.0,4791.0,1985.0,98007,47.5948,-122.153,Washington
30/07/2014,475000.0,3.0,1,1260.0,4791.0,1954.0,98006,47.5727,-122.138,Washington
16/10/2014,275000.0,3.0,1,1170.0,4791.0,2007.0,98126,47.5459,-122.376,Washington
28/10/2014,290000.0,3.0,1,1590.0,4791.0,1980.0,98038,47.3621,-122.031,Washington
11/02/2015,199000.0,3.0,2,1750.0,4791.0,1993.0,98038,47.352,-122.058,Washington
24/03/2015,279900.0,4.0,2,1770.0,4791.0,2001.0,98042,47.3672,-122.099,Washington
05/05/2015,1660000.0,4.0,2,3530.0,4791.0,1940.0,98105,47.6618,-122.273,Washington
13/04/2015,405000.0,3.0,2,2160.0,4791.0,1978.0,98133,47.7295,-122.331,Washington
27/01/2015,615000.0,4.0,2,2360.0,4791.0,1977.0,98074,47.6307,-122.051,Washington
02/10/2014,268000.0,3.0,1,1980.0,4791.0,1978.0,98023,47.3104,-122.394,Washington
25/08/2014,451000.0,4.0,1,1620.0,4791.0,1955.0,98125,47.7065,-122.297,Washington
15/12/2014,850000.0,2.0,2,2700.0,4791.0,2012.0,98053,47.7187,-122.024,Washington
21/09/2014,1180000.0,5.0,2,3270.0,4791.0,1968.0,98040,47.5428,-122.236,Washington
16/05/2014,245000.0,2.0,1,870.0,4791.0,1941.0,98106,47.5256,-122.347,Washington
26/06/2014,450000.0,2.0,1,840.0,4791.0,1912.0,98107,47.6692,-122.359,Washington
09/04/2015,370350.0,3.0,3,1340.0,4791.0,2002.0,98133,47.711,-122.356,Washington
29/07/2014,543000.0,3.0,2,1540.0,4791.0,2004.0,98103,47.6498,-122.346,Washington
27/01/2015,265000.0,2.0,2,1650.0,4791.0,1942.0,98146,47.5073,-122.36,Washington
25/03/2015,497000.0,3.0,2,2630.0,4791.0,2001.0,98065,47.5322,-121.868,Washington
12/04/2015,419000.0,4.0,2,1880.0,4791.0,1979.0,98028,47.7731,-122.257,Washington
24/07/2014,545800.0,4.0,2,1980.0,4791.0,1989.0,98029,47.579,-122.001,Washington
03/04/2015,403000.0,3.0,1,1500.0,4791.0,1977.0,98053,47.6385,-121.966,Washington
10/11/2014,195000.0,3.0,2,1230.0,4791.0,1959.0,98168,47.4853,-122.304,Washington
11/12/2014,1130000.0,4.0,2,2520.0,4791.0,1925.0,98119,47.6434,-122.358,Washington
29/09/2014,255000.0,5.0,1,1970.0,4791.0,1977.0,98002,47.2925,-122.196,Washington
27/06/2014,500000.0,2.0,1,1520.0,4791.0,1951.0,98125,47.7131,-122.306,Washington
05/05/2014,855000.0,4.0,2,2600.0,4791.0,1960.0,98199,47.6382,-122.397,Washington
07/01/2015,390000.0,4.0,2,2290.0,4791.0,1920.0,98166,47.4678,-122.363,Washington
24/03/2015,339000.0,3.0,2,1979.0,4791.0,1956.0,98198,47.3912,-122.301,Washington
06/03/2015,1330000.0,4.0,3,2170.0,4791.0,1905.0,98115,47.6828,-122.329,Washington
17/02/2015,429900.0,4.0,1,1820.0,4791.0,1962.0,98056,47.521,-122.179,Washington
25/09/2014,370900.0,3.0,1,1200.0,4791.0,1975.0,98011,47.7392,-122.194,Washington
29/04/2015,457500.0,3.0,1,1210.0,4791.0,1952.0,98118,47.5377,-122.266,Washington
27/02/2015,499000.0,4.0,2,1970.0,4791.0,1999.0,98144,47.5949,-122.308,Washington
12/02/2015,225000.0,2.0,1,1040.0,4791.0,1947.0,98003,47.2791,-122.3,Washington
15/09/2014,615000.0,3.0,1,1920.0,4791.0,1950.0,98102,47.6392,-122.318,Washington
13/01/2015,455000.0,2.0,1,1020.0,4791.0,2001.0,98115,47.6774,-122.325,Washington
14/05/2014,458000.0,3.0,1,1660.0,4791.0,1940.0,98125,47.7105,-122.306,Washington
30/10/2014,580000.0,3.0,2,1670.0,4791.0,1974.0,98005,47.6028,-122.172,Washington
14/05/2014,966000.0,5.0,4,3810.0,4791.0,2008.0,98074,47.5915,-122.058,Washington
07/10/2014,240000.0,4.0,1,2020.0,4791.0,1954.0,98168,47.5059,-122.303,Washington
31/03/2015,229050.0,1.0,1,420.0,4791.0,1949.0,98136,47.5375,-122.391,Washington
23/02/2015,328500.0,3.0,2,1390.0,4791.0,2004.0,98125,47.7227,-122.296,Washington
21/01/2015,319000.0,3.0,1,2010.0,4791.0,1964.0,98168,47.4738,-122.266,Washington
02/05/2014,650000.0,4.0,2,1820.0,4791.0,1945.0,98115,47.6815,-122.269,Washington
17/02/2015,398500.0,3.0,2,1630.0,4791.0,1996.0,98177,47.7753,-122.375,Washington
20/06/2014,250000.0,1.0,1,800.0,4791.0,1931.0,98168,47.4916,-122.308,Washington
26/06/2014,815000.0,3.0,2,2270.0,4791.0,1968.0,98040,47.5434,-122.229,Washington
16/03/2015,1070000.0,3.0,2,2290.0,4791.0,1995.0,98033,47.6811,-122.207,Washington
01/10/2014,510000.0,3.0,2,2750.0,4791.0,1981.0,98014,47.6367,-121.948,Washington
14/11/2014,156000.0,2.0,1,590.0,4791.0,1947.0,98118,47.545,-122.278,Washington
22/05/2014,254500.0,4.0,2,2570.0,4791.0,1998.0,98092,47.258,-122.208,Washington
21/07/2014,760000.0,3.0,2,2050.0,4791.0,1960.0,98177,47.759,-122.371,Washington
06/05/2015,210000.0,3.0,2,1610.0,4791.0,1994.0,98030,47.3658,-122.172,Washington
25/08/2014,349950.0,3.0,2,2140.0,4791.0,1991.0,98198,47.384,-122.322,Washington
02/04/2015,676000.0,3.0,2,1730.0,4791.0,1942.0,98199,47.6462,-122.403,Washington
02/01/2015,475000.0,4.0,3,2440.0,4791.0,2006.0,98108,47.555,-122.309,Washington
30/06/2014,880000.0,4.0,2,3220.0,4791.0,1931.0,98105,47.6713,-122.276,Washington
03/09/2014,1210000.0,4.0,3,4330.0,4791.0,1997.0,98074,47.6009,-122.011,Washington
12/12/2014,420000.0,3.0,1,1780.0,4791.0,1958.0,98118,47.5168,-122.256,Washington
23/05/2014,607000.0,3.0,1,1230.0,4791.0,1951.0,98004,47.5822,-122.196,Washington
24/11/2014,475000.0,4.0,1,2160.0,4791.0,1981.0,98011,47.7603,-122.169,Washington
22/10/2014,395000.0,2.0,1,1400.0,4791.0,1916.0,98116,47.5628,-122.391,Washington
20/02/2015,650000.0,4.0,1,1900.0,4791.0,1954.0,98004,47.5933,-122.195,Washington
31/03/2015,625000.0,5.0,2,2910.0,4791.0,1966.0,98027,47.48,-122.03,Washington
29/07/2014,849000.0,3.0,3,2960.0,4791.0,1995.0,98052,47.7183,-122.1,Washington
10/06/2014,429950.0,3.0,1,2010.0,4791.0,1951.0,98125,47.7102,-122.281,Washington
28/10/2014,825000.0,3.0,2,3760.0,4791.0,2002.0,98029,47.5489,-122.007,Washington
29/08/2014,505000.0,2.0,1,1020.0,4791.0,1916.0,98117,47.6781,-122.363,Washington
12/05/2014,265000.0,2.0,1,1290.0,4791.0,2008.0,98053,47.6968,-122.025,Washington
25/06/2014,283000.0,3.0,1,890.0,4791.0,1954.0,98056,47.5168,-122.204,Washington
07/04/2015,560000.0,3.0,2,1620.0,4791.0,1979.0,98074,47.6175,-122.065,Washington
13/11/2014,765000.0,4.0,2,3360.0,4791.0,1987.0,98074,47.6373,-122.042,Washington
22/07/2014,610000.0,5.0,2,2930.0,4791.0,1975.0,98006,47.5576,-122.186,Washington
03/09/2014,589000.0,3.0,2,2940.0,4791.0,1996.0,98033,47.6681,-122.184,Washington
18/06/2014,192500.0,3.0,1,1080.0,4791.0,1900.0,98168,47.4716,-122.262,Washington
13/02/2015,550000.0,3.0,1,1010.0,4791.0,1940.0,98115,47.6861,-122.296,Washington
14/10/2014,460000.0,2.0,1,1790.0,4791.0,1928.0,98117,47.6871,-122.373,Washington
03/07/2014,264500.0,4.0,2,2060.0,4791.0,1962.0,98023,47.314,-122.363,Washington
27/04/2015,339000.0,3.0,1,1150.0,4791.0,1947.0,98126,47.5194,-122.376,Washington
12/11/2014,950000.0,4.0,3,4030.0,4791.0,1992.0,98199,47.6416,-122.386,Washington
22/08/2014,677500.0,3.0,1,2020.0,4791.0,1956.0,98040,47.574,-122.21,Washington
05/12/2014,690000.0,4.0,2,2740.0,4791.0,1999.0,98074,47.6123,-122.006,Washington
09/05/2014,312000.0,4.0,2,1930.0,4791.0,1984.0,98031,47.4098,-122.189,Washington
22/10/2014,840000.0,5.0,1,2500.0,4791.0,1966.0,98040,47.5361,-122.217,Washington
01/07/2014,357500.0,3.0,3,2080.0,4791.0,2004.0,98038,47.35,-122.005,Washington
27/04/2015,675000.0,3.0,1,1460.0,4791.0,1940.0,98117,47.6962,-122.397,Washington
21/10/2014,515000.0,3.0,2,3290.0,4791.0,1988.0,98023,47.3052,-122.34,Washington
23/06/2014,491234.0,4.0,2,1540.0,4791.0,2014.0,98029,47.5521,-121.999,Washington
19/03/2015,290000.0,3.0,2,1310.0,4791.0,1988.0,98038,47.3893,-122.051,Washington
21/08/2014,490000.0,4.0,2,2120.0,4791.0,1975.0,98052,47.6743,-122.145,Washington
28/04/2015,810000.0,4.0,2,2920.0,4791.0,1964.0,98005,47.5876,-122.172,Washington
20/02/2015,252000.0,3.0,1,1150.0,4791.0,1956.0,98166,47.4752,-122.345,Washington
10/04/2015,299999.0,3.0,2,2380.0,4791.0,2001.0,98001,47.2932,-122.283,Washington
09/03/2015,400000.0,3.0,2,2220.0,4791.0,1993.0,98108,47.5515,-122.324,Washington
29/12/2014,530000.0,5.0,2,3020.0,4791.0,1925.0,98126,47.5207,-122.378,Washington
11/09/2014,357000.0,3.0,2,2460.0,4791.0,1955.0,98198,47.3811,-122.325,Washington
10/03/2015,365000.0,3.0,1,1820.0,4791.0,1939.0,98103,47.6867,-122.352,Washington
03/02/2015,804000.0,4.0,2,2620.0,4791.0,2005.0,98116,47.5634,-122.394,Washington
04/09/2014,808250.0,3.0,2,1750.0,4791.0,1914.0,98119,47.6419,-122.368,Washington
14/05/2015,360000.0,4.0,2,2020.0,4791.0,1994.0,98031,47.401,-122.171,Washington
23/10/2014,240000.0,3.0,1,1240.0,4791.0,1987.0,98042,47.3705,-122.15,Washington
22/07/2014,335000.0,2.0,2,1380.0,4791.0,1988.0,98011,47.7732,-122.172,Washington
29/08/2014,380000.0,3.0,1,1920.0,4791.0,1953.0,98166,47.4544,-122.351,Washington
15/05/2014,350000.0,3.0,1,1680.0,4791.0,1940.0,98019,47.7624,-121.93,Washington
25/09/2014,194000.0,3.0,1,1400.0,4791.0,1964.0,98055,47.4848,-122.221,Washington
25/03/2015,310000.0,3.0,1,1240.0,4791.0,1936.0,98011,47.7636,-122.202,Washington
09/02/2015,315000.0,3.0,1,1410.0,4791.0,1980.0,98014,47.6931,-121.921,Washington
08/12/2014,258950.0,3.0,1,1440.0,4791.0,1985.0,98023,47.3187,-122.39,Washington
17/06/2014,479000.0,2.0,2,1230.0,4791.0,2004.0,98112,47.6192,-122.301,Washington
10/11/2014,510000.0,5.0,1,1550.0,4791.0,1966.0,98033,47.6811,-122.169,Washington
09/07/2014,400000.0,3.0,2,1760.0,4791.0,1967.0,98072,47.74,-122.093,Washington
29/10/2014,680000.0,5.0,2,2140.0,4791.0,1913.0,98122,47.6044,-122.299,Washington
04/08/2014,335000.0,3.0,1,2010.0,4791.0,1967.0,98030,47.373,-122.185,Washington
23/06/2014,460000.0,5.0,2,3390.0,4791.0,1978.0,98058,47.4462,-122.137,Washington
02/05/2014,440000.0,4.0,2,2160.0,4791.0,1966.0,98006,47.5443,-122.177,Washington
26/03/2015,412250.0,2.0,2,1300.0,4791.0,2006.0,98053,47.703,-122.015,Washington
20/11/2014,185000.0,3.0,1,1280.0,4791.0,1985.0,98002,47.3342,-122.215,Washington
07/04/2015,286500.0,3.0,2,1840.0,4791.0,1975.0,98003,47.3106,-122.325,Washington
02/05/2015,422000.0,4.0,2,3200.0,4791.0,2002.0,98038,47.367,-122.031,Washington
19/03/2015,408000.0,3.0,2,2800.0,4791.0,1985.0,98042,47.3507,-122.089,Washington
27/10/2014,306500.0,2.0,1,1390.0,4791.0,1949.0,98198,47.3985,-122.321,Washington
13/04/2015,359900.0,4.0,2,2600.0,4791.0,2005.0,98038,47.3451,-122.04,Washington
09/07/2014,560000.0,3.0,2,1960.0,4791.0,2002.0,98053,47.6319,-122.007,Washington
27/08/2014,259875.0,3.0,1,1250.0,4791.0,1970.0,98053,47.6625,-122.059,Washington
05/11/2014,385000.0,3.0,1,1250.0,4791.0,1970.0,98053,47.6625,-122.059,Washington
07/10/2014,188000.0,1.0,1,550.0,4791.0,1945.0,98106,47.5181,-122.339,Washington
15/06/2014,1140000.0,4.0,3,2500.0,4791.0,1926.0,98112,47.632,-122.29,Washington
10/10/2014,255000.0,3.0,1,1250.0,4791.0,1927.0,98045,47.4987,-121.781,Washington
30/07/2014,1190000.0,4.0,2,3020.0,4791.0,1976.0,98004,47.5866,-122.201,Washington
29/05/2014,635200.0,4.0,1,1640.0,4791.0,1921.0,98117,47.6766,-122.368,Washington
28/04/2015,355000.0,3.0,1,1870.0,4791.0,1956.0,98188,47.445,-122.285,Washington
30/01/2015,544000.0,3.0,2,1760.0,4791.0,1998.0,98105,47.6688,-122.279,Washington
22/04/2015,402000.0,3.0,1,1320.0,4791.0,1998.0,98144,47.5909,-122.297,Washington
26/12/2014,575000.0,4.0,1,1430.0,4791.0,1910.0,98199,47.6606,-122.397,Washington
24/07/2014,216000.0,3.0,1,1580.0,4791.0,1977.0,98042,47.3819,-122.09,Washington
17/06/2014,1200000.0,4.0,3,4170.0,4791.0,2004.0,98059,47.528,-122.132,Washington
22/05/2014,850000.0,4.0,3,3090.0,4791.0,1923.0,98177,47.768,-122.388,Washington
16/05/2014,238000.0,3.0,2,1020.0,4791.0,2004.0,98126,47.5445,-122.376,Washington
13/04/2015,625000.0,4.0,1,2180.0,4791.0,1912.0,98112,47.636,-122.302,Washington
01/07/2014,1110000.0,5.0,3,3350.0,4791.0,1997.0,98105,47.6645,-122.291,Washington
28/05/2014,820000.0,3.0,2,2510.0,4791.0,1995.0,98136,47.5419,-122.383,Washington
01/12/2014,355000.0,3.0,2,1880.0,4791.0,1974.0,98108,47.5401,-122.3,Washington
03/03/2015,495000.0,4.0,1,1810.0,4791.0,1960.0,98125,47.726,-122.297,Washington
02/03/2015,1300000.0,5.0,2,4170.0,4791.0,1991.0,98006,47.5455,-122.126,Washington
05/05/2014,398750.0,3.0,2,2230.0,4791.0,1954.0,98144,47.5801,-122.306,Washington
16/07/2014,835000.0,4.0,2,3650.0,4791.0,2006.0,98052,47.7066,-122.101,Washington
02/10/2014,705000.0,6.0,2,2830.0,4791.0,1967.0,98005,47.636,-122.171,Washington
04/05/2015,625000.0,4.0,1,2120.0,4791.0,1900.0,98122,47.6024,-122.296,Washington
11/02/2015,550000.0,4.0,2,2090.0,4791.0,1990.0,98074,47.6339,-122.022,Washington
